,Site,WY,Month,CF.p,CG.p,SC.p,SH.p,P.p,Mult.p,Unknown.p,Season,PPT1,PPT3,PPT6,PPTwy,CWD1,CWD3,CWD6,CWDwy,MeanMaxT1,MeanMaxT3,MeanMaxT6,MeanMaxTwy,MaxT1,MaxT3,MaxT6,MaxTwy,MeanMinT1,MeanMinT3,MeanMinT6,MeanMinTwy,MinT1,MinT3,MinT6,MinTwy,P1,P3,P6,Pwy,N1,N3,N6,Nwy,TotC1,TotC3,TotC6,TotCwy,Turb1,Turb3,Turb6,Turbwy,DO1,DO3,DO6,DOwy,pH1,pH3,pH6,pHwy,Cond1,Cond3,Cond6,Condwy,H2Otemp1,H2Otemp3,H2Otemp6,H2Otempwy,Flow,rollMean,rollMean3,rollMean6,rollMeanWY,Cat1,Cat3,Cat6,CatWY
39,11,2015,10,0.152304609,0.675350701,0.02004008,0.06012024,0.088176353,0.002004008,0.002004008,Fall,42,45.4,66.42,394.05,0,303.7,672.43,672.8,23.97,28.30666667,28.09166667,22.66833333,23.97,31.6,31.6,31.6,10.73,14.04666667,13.67666667,9.3175,10.73,10.73,8.85,0.69,0.05,0.09,0.089444445,0.059722222,0.12,0.247777778,0.197222222,0.153333333,2419.6,2130.766667,1871.916667,1391.483333,0.22,0.495555556,0.586666667,NA,8.21,8.29,8.806666667,9.997222223,6.57,6.677222222,6.711388889,6.792361111,57.93,98.13222223,72.6938889,57.86361111,13.18,13.87111111,13.83,11.38416667,1.3,2.586333333,2.204666667,2.811055556,27.40616438,Drought,Drought,Drought,Drought
40,12,2003,6,0.08,0.804,0.028,0.05,0.034,0.004,0,Spring,0,351.3,718.5,1464.8,31.6,31.6,31.6,562.5,28.5,20.87333333,16.75666667,20.09,28.5,28.5,28.5,32.47,12.91,7.656666667,4.366666667,7.183333333,12.91,2.34,-0.23,-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.766666667,NA,NA,9.276666667,9.821111112,10.16222222,NA,6.4,6.477777778,6.583333333,6.850555556,42.2,32.14444444,30.93333333,35.23861111,13.76666667,11.76666667,10.30833333,11.69805556,4.87,12.871,145.877,116.1123889,84.93454795,Average,Wet,Average,Average
41,12,2003,10,0.071287129,0.744554455,0.017821782,0.061386139,0.104950495,0,0,Fall,0.1,44.9,116,1463.6,77.9,330.9,562,562,22.64,27.56666667,27.67,19.93333333,22.64,30.44,33.26,33.26,7.43,11.94666667,12.19833333,7.105,7.43,7.43,7.43,-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.827777778,1.116666667,NA,10.48,9.661111111,9.459444445,NA,6.3,6.177777778,6.327777778,6.494722222,44.77,42.19,40.03944445,36.81138889,9.28,12.52666667,13.33833333,11.06277778,7.44,47.66866667,18.57877778,13.98733333,69.64657534,Wet,Wet,Average,Average
42,12,2004,6,0.045725646,0.846918489,0.013916501,0.029821074,0.061630219,0.001988072,0,Spring,3.5,61.6,628.2,1408.1,171,171,171,701.4,27.98,23.53,18.86166667,21.2875,27.98,27.98,27.98,33.26,12.58,8.813333333,5.733333333,7.77,12.58,5.81,0.94,0.94,0,0,NA,NA,0,0.098888889,NA,NA,NA,NA,NA,NA,1.566666667,1.433333333,5.65,3.366388889,9.65,10.22444445,10.36444445,10.13555556,NA,NA,NA,NA,NA,NA,NA,NA,16.53333333,12.87777778,10.86111111,11.16666667,4.76,6.012333333,10.20733333,91.657,64.91523288,Dry,Drought,Dry,Average
43,12,2004,10,0.078350515,0.674226804,0.049484536,0.142268041,0.055670103,0,0,Fall,8.1,16.8,44.6,1381.8,74.9,361.6,725.9,725.9,26.27,28.47,27.92,21.36833333,26.27,31.1,31.52,31.52,10.15,12.23666667,12.125,7.733333333,10.15,10.15,8.05,0.94,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0.75,0.633333333,0.961111111,3.3275,8.86,8.871111111,9.325555556,9.931944445,5.63,6.321111111,NA,NA,44.6,41.64444444,NA,NA,12.63,14.62666667,14.67166667,11.72222222,2.48,46.13966667,18.69133333,36.22066667,84.9259726,Wet,Wet,Wet,Average
44,12,2005,6,0.166666667,0.648809524,0.029761905,0.077380952,0.073412698,0.003968254,0,Spring,58.3,373.2,1087.5,1688.1,0,0,0,554.9,23.84,20.02333333,16.67,19.74833333,23.84,23.84,23.84,31.52,8.86,6.77,4.678333333,6.9825,8.86,3.23,0.57,0.57,0,0,0.02,0.01,0,0,0,0,6.531897516,NA,NA,NA,3.7,11.75555555,7.008888888,4.004444444,9.683333333,10.11,10.54055555,9.909999999,6.133333333,5.711111111,5.694444444,6.146944444,41.9,39.08888889,40.22777778,41.20805556,14.4,11.12222222,9.652777778,11.09638889,11.7,47.58,152.6666667,162.8627778,98.28413699,Wet,Wet,Average,Average
45,12,2005,10,0.048218029,0.746331237,0.060796646,0.073375262,0.056603774,0.014675052,0,Fall,193.9,208.1,480,1877.4,0,280.2,358.8,358.8,19.59,26.01333333,25.83833333,19.27416667,19.59,32.34,33.2,33.2,7.38,11.12,11.26333333,6.8475,7.38,7.38,7.38,0.57,0,0,0,0.01,0,0,0,0,NA,NA,NA,NA,0.48,0.958888889,6.996111111,4.416388889,9.24,9.893333334,9.655,10.11888889,6.7,6.327777778,6.17,6.179444444,43.33,41.52111111,41.44388889,41.53555556,12.27,13.43444444,13.71722222,10.88583333,16.6,61.46166667,22.65233333,14.35166667,65.84753425,Flood,Wet,Average,Average
46,12,2006,6,0.115973742,0.680525164,0.059080963,0.037199125,0.102844639,0.004376368,0,Spring,0.7,402.9,1277.3,1875.1,69.5,69.5,69.5,428.3,28.87,22.51333333,17.38666667,19.9975,28.87,28.87,28.87,33.2,13.47,9.243333333,5.998333333,7.56,13.47,4.75,1.32,1.32,0,0.018888889,0.009444445,0.004722222,0,0,0,0.008333333,2419.6,1785.466667,969.8166667,NA,2.266666667,2.933333333,3.011111111,2.2625,8.55,9.552222221,10.18388889,10.06138889,5.6,6.313333333,5.973333333,6.221388889,39.33333333,40.16666667,36.67777778,40.68888889,12,11.87777778,9.472222222,10.76388889,5.02,15.83866667,313.9584444,393.9903333,250.0670137,Average,Flood,Flood,Flood
47,12,2006,10,0.065789474,0.712406015,0.028195489,0.127819549,0.060150376,0.005639098,0,Fall,36.7,37.2,77.8,1704.2,40.3,334.7,604.4,604.4,21.15,26.76,27.73666667,20.20916667,21.15,30.34,33.5,33.5,7.69,11.38,12.325,7.599166667,7.69,7.69,7.69,1.32,0,0,0.009444445,0.004722222,0,0,0,0.008333333,2419.6,2419.6,2419.6,NA,0.27,0.612222222,1.350555556,1.8175,9.78,9.247777778,9.160555556,9.936111111,6.41,6.111111111,6.148888889,6.140277778,51.47,48.29,46.90611111,42.97833333,11.95,14.51666667,14.14166667,10.79277778,6.59,6.154666667,5.885777778,52.36855556,94.47306849,Dry,Average,Flood,Average
48,12,2007,6,0.314629259,0.587174349,0.022044088,0.01002004,0.064128257,0.002004008,0,Spring,19,170,636.9,1523,83.4,83.4,83.4,618.3,27.73,23.64333333,17.13666667,20.25166667,27.73,27.73,27.73,33.5,12.01,8.583333333,4.875,7.361666667,12.01,4.47,0.05,0.05,0,0,0,0,0,0,0,0,2419.6,1091.766667,593.85,1173.275,0.766666667,1.105555556,1.327777778,1.274166667,8.833333333,9.563333334,10.10333333,9.855,5.566666667,5.588888889,5.494444445,5.69,46.06666667,45.7,46.18888889,48.01388889,15.8,12.9,10.33888889,11.52194444,3.47,7.842,20.72177778,54.35755556,34.79542466,Average,Dry,Dry,Drought
49,12,2007,10,0.024975025,0.852147852,0.001998002,0.037962038,0.078921079,0.003996004,0,Fall,17,50.1,114.7,1538,59.5,317.9,594.2,594.2,21.11,25.91,26.86666667,19.86833333,21.11,31.49,31.49,31.49,6.9,10.78,11.475,7.078333333,6.9,6.9,6.9,0.05,0.06,0.106666667,0.053333333,0.026666667,0,0,0,0,2419.6,2419.6,2137.5,1173.275,3.23,1.443333333,1.296666667,1.497222222,9.36,8.947777778,8.921666667,9.738055556,4.77,5.762222222,5.658888889,5.565555556,45.53,43.05444444,45.37722222,46.77166667,10.65,14.21666667,15.075,11.65527778,1.61,5.170333333,4.855333333,20.4295,249.7993699,Dry,Dry,Average,Flood
50,12,2008,6,0.015748031,0.915354331,0.021653543,0.017716535,0.027559055,0.001968504,0,Spring,0,31.5,597.5,1036.7,177.7,179,179,689.8,28.75,23.27333333,18.61666667,20.36333333,28.75,28.75,28.75,31.49,11.63,7.986666667,4.833333333,6.833333333,11.63,3.41,-1.31,-1.31,0,0,0,0.031666667,0,0,0,0,2419.6,1001.766667,654.0166667,1378.275,2.266666667,1.316666667,1.297222222,1.693611111,8.52,9.146666667,10.215,9.923888889,6.77,6.543333333,6.232777778,5.934722222,44.33333333,48.83333333,46.3,47.16388889,16.5,13.53333333,9.933333333,11.20583333,5.89,4.257333333,7.894444444,60.775,39.46583562,Dry,Drought,Dry,Dry
51,12,2008,10,0.042596349,0.744421907,0.018255578,0.052738337,0.137931034,0.004056795,0,Fall,103.1,103.8,121.7,1088.3,0,301.3,677.9,677.9,18.44,27.09,27.65833333,20.76833333,18.44,32.34,32.77,32.77,6.28,11.66666667,11.88166667,7.0975,6.28,6.28,6.28,-1.31,0,0.054444444,0.027222222,0.018611111,0,0,0,0,214.3,1684.5,1725.633333,1194.5,0.17,0.301111111,0.786666667,1.420555556,8.95,35.29555555,21.88722222,16.44333333,6.07,6.215555555,6.433888889,6.103611111,43.57,44.30111111,45.83388889,46.895,12.62,15.94,16.04777778,11.72555556,4.29,57.09566667,22.65788889,15.65438889,39.01372603,Flood,Wet,Average,Dry
52,12,2009,10,0.00742115,0.575139147,0.074211503,0.094619666,0.237476809,0.011131725,0,Fall,74.3,78.3,239.9,1250.8,4.2,300.1,480.2,480.2,22.64,27.81333333,27.75333333,20.31666667,22.64,30.79,32.54,32.54,8.05,12.42666667,12.57166667,7.278333333,8.05,8.05,8.05,-0.27,0,0.018888889,0.030555556,0.031111111,0,0,0.016666667,0.045,2419.6,2419.6,1967.016667,1292.058333,0.52,0.67,0.829444444,2.160833333,10.84,9.846666667,9.629444444,10.34777778,6.49,6.861111111,6.873888889,NA,47.1,45.13333333,44.38333333,46.51666667,7.18,12.19333333,13.71888889,10.35138889,4.74,56.682,20.45266667,12.65405556,38.78578082,Flood,Wet,Average,Dry
53,12,2010,6,0.068686869,0.775757576,0.032323232,0.024242424,0.090909091,0.008080808,0,Spring,3.8,369.1,1023.9,1432.9,0,0,0,480.2,25.92,19.19666667,15.88833333,19.645,25.92,25.92,25.92,32.54,12.19,6.816666667,4.308333333,7.035,12.19,2.87,1.35,-0.13,0,0,0.013333333,0.021944445,0.123333333,0.08,0.095,0.0475,2419.6,979.6,947.7833333,1454.158333,2.2,2.322222222,3.438888889,2.173055555,9.58,10.38111111,10.73277778,10.46527778,6.493333333,6.544444444,6.588333333,6.720833333,43.73333333,42.45555556,43.44444445,42.95555556,11.83333333,10.14444444,9.338888888,10.53861111,5.51,26.42266667,119.2908889,117.7621111,63.0400274,Wet,Average,Average,Average
54,12,2010,10,0.020366599,0.800407332,0.030549898,0.022403259,0.112016293,0.014256619,0,Fall,108.2,110.1,215.2,1464.7,0,290.8,468.7,468.7,19.5,25.67,25.37166667,19.02083333,19.5,29.25,31.48,31.48,6.71,10.98666667,11.05166667,6.6725,6.71,6.71,5.39,-0.13,0.06,0.046666667,0.037222222,0.025277778,0,0.033333333,0.037222222,0.055833333,770.1,1869.766667,1804.483333,1352.808333,0.84,1.08,1.473333333,2.263333333,10.27,9.922222222,9.873888889,10.61527778,6.7,6.667777778,6.61,6.614444444,50.77,48.87888889,45.995,43.96138889,11.35,12.68333333,12.59166667,9.798333333,4.76,12.36766667,6.280666667,22.757,44.03167123,Average,Average,Average,Dry
55,12,2011,6,0.117647059,0.764705882,0.026565465,0.011385199,0.079696395,0,0,Spring,65.73,224.59,979.83,1281.23,0,0,0,468.7,24.1,19.54666667,15.54166667,19.79083333,24.1,24.1,24.1,31.48,10.81,6.773333333,4.061666667,7.046666667,10.81,3.66,0.36,-0.73,0.08,0.026666667,0.013333333,0.040277778,0,0,0,0.018333333,816.4,818.4,558.1333333,1022.058333,2.53,3.045555556,3.953333334,3.083888889,10.41333333,10.58777778,11.03944444,10.55277778,5.986666667,6.074444444,5.835,6.174444444,44.73333333,36.73333333,38.15555556,42.52777778,12.1,9.366666667,7.883333333,9.603055556,21.5,31.866,149.6842222,302.9237778,193.8226849,Wet,Wet,Average,Wet
56,12,2011,10,0.091451292,0.705765408,0.021868787,0.071570577,0.107355865,0.001988072,0,Fall,216.73,217.43,372.15,1492.96,0,131.1,131.1,131.1,21.05,27.85333333,25.995,19.66666667,21.05,31.56,31.56,31.56,9.69,13.27333333,11.79333333,7.0375,9.69,9.69,5.85,-0.73,0.16,0.11,0.077777778,0.053888889,0,0.114444445,0.08,0.05,2419.6,1201.166667,1212.116667,761.5833333,2.33,2.354444444,2.676666667,3.413611111,9.36,9.22,9.697777778,10.39111111,5.82,6.077777778,6.065555556,5.954444445,48.9,48.91111111,44.8,42.81083333,11.95,12.48333333,11.84166667,9.364166667,14,39.26233333,15.73133333,27.00766667,65.57654795,Wet,Average,Wet,Average
57,12,2012,6,0.107925801,0.790893761,0.02529511,0.018549747,0.043844857,0.015177066,0,Spring,25.87,249.76,937.85,1930.08,67.56,67.56,67.56,198.66,26.91,22.55,17.815,20.1575,26.91,26.91,26.91,31.56,11.74,8.853333333,5.6,7.793333333,11.74,5.42,1.92,1.92,0,0,0,0.032222222,0.11,0.126666667,0.132777778,0.114722222,186,146,162.5666667,501.5916667,2.65,2.3,4.680555556,3.220555556,9.71,9.72111111,10.66222222,10.25833333,6.876666667,6.501111111,6.031111111,5.916666667,47.7,42.91111111,44.67222222,46.55833333,12.6,11.37777778,8.436666667,9.490833333,8.15,10.77766667,109.7276667,129.9281667,73.46479452,Average,Average,Average,Average
58,12,2012,10,0.020316027,0.758465011,0.009029345,0.133182844,0.072234763,0,0.006772009,Fall,105.28,105.41,141.72,1819.07,0,307.6,569.36,569.36,21.91,29.01666667,28.095,20.55666667,21.91,34.03,34.03,34.03,8.78,13.38666667,12.66333333,7.855,8.78,8.78,8.78,1.92,0,0.037777778,0.018888889,0.009444444,0,0.096666667,0.111666667,0.112222222,2419.6,1262.533333,729.9333333,426.475,0.78,1.52,1.61,2.950833334,9.92,9.406666667,9.395,10.27111111,6.75,6.803333333,6.866111111,6.188611111,45.33,47.92111111,48.01055556,46.69972222,10.92,13.00666667,13.00333333,9.696666667,17.5,68.56266667,27.83833333,35.05455556,197.0252603,Flood,Flood,Wet,Wet
59,12,2013,10,0.006535948,0.760348584,0.021786492,0.095860566,0.100217865,0.015250545,0,Fall,71.44,115.62,191.26,452.61,20.96,288.63,588.47,588.47,22.9,26.67333333,27.43666667,21.27083333,22.9,30.71,33.15,33.15,9.14,12.38,12.895,7.99,9.14,9.14,9.14,0.68,NA,NA,NA,NA,0,0.102222222,0.122222222,0.114166667,1553.1,1086.833333,839.3666667,472.2833333,3.47,1.35,0.986111111,1.114722222,10.27,9.876666667,9.605833333,10.38902778,6.68,6.664444444,6.688333333,6.738055556,49.33,50.02111111,47.155,43.81083333,8.92,11.11777778,12.00333333,9.322777777,6.18,9.017666667,5.698777778,11.63316667,67.7029863,Average,Dry,Average,Average
60,12,2014,6,0.001996008,0.928143713,0,0.005988024,0.013972056,0.0499002,0,Spring,0,99.71,736.8,1626.15,121.05,121.05,121.05,610.18,28.84,24.14,20.025,21.55583333,28.84,28.84,28.84,33.15,12.94,9.886666667,7.39,8.859166667,12.94,6.45,4.12,1.97,0,0.018888889,0.033888889,NA,0.106666667,0.035555556,0.055555556,0.077222222,816.4,341.5333333,419.6833333,599.5583333,0.25,0.505555556,1.283333333,1.080833333,9.853333333,10.015,NA,NA,6.573333333,6.582222222,6.516666667,6.593333333,41.23333333,42.17777778,40.08333333,43.44944444,11.83333333,11.38888889,9.000000001,9.430277778,2.23,3.059,13.11588889,48.05027778,30.41,Drought,Drought,Drought,Drought
61,12,2014,10,0.002105263,0.774736842,0.004210526,0.061052632,0.136842105,0.021052632,0,Fall,17.82,56.25,74.7,1566.99,69.51,356,678.85,678.85,22.5,27.39666667,28.02666667,21.7325,22.5,30.7,33.1,33.1,7.5,12.99,13.37833333,9.098333333,7.5,7.5,7.5,1.97,0.23,0.114444444,0.082777778,0.059444444,0,0,0.017777778,0.038611111,2419.6,1939.866667,1515.216667,932.175,6.8,2.533333333,1.416666667,1.371111111,8.46,8.625555556,9.088888889,NA,6.31,6.556666667,6.450555556,6.521666667,40.07,40.67888889,41.15611111,40.77222222,12.67,14.30111111,13.91722222,10.50111111,291,33.564,13.78477778,9.826611111,67.90413699,Wet,Average,Dry,Average
62,13,2003,6,0.094,0.6,0.084,0.136,0.086,0,0,Spring,0,351.3,718.5,1464.8,31.6,31.6,31.6,562.5,28.5,20.87333333,16.75666667,20.09,28.5,28.5,28.5,32.47,12.91,7.656666667,4.366666667,7.183333333,12.91,2.34,-0.23,-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.577777778,3.616666667,2.281666667,9.25,11.71666667,11.30722222,NA,6.266666667,6.111111111,6.422222222,6.9525,41.1,38.58888889,36.63833334,37.73527778,14.66666667,11.12777778,9.61388889,10.6325,4.87,12.871,145.877,116.1123889,84.93454795,Average,Wet,Average,Average
63,13,2003,10,0.104417671,0.767068273,0.024096386,0.060240964,0.042168675,0,0.002008032,Fall,0.1,44.9,116,1463.6,77.9,330.9,562,562,22.64,27.56666667,27.67,19.93333333,22.64,30.44,33.26,33.26,7.43,11.94666667,12.19833333,7.105,7.43,7.43,7.43,-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.975555556,1.21,2.259166667,9.7,9.648888889,10.25444444,NA,5.8,5.788888889,5.866666667,6.435833333,43.37,41.85666667,41.23388889,39.08861111,9.05,11.13333333,11.95277778,9.794722223,7.44,47.66866667,18.57877778,13.98733333,69.64657534,Wet,Wet,Average,Average
64,13,2004,6,0.085828343,0.704590818,0.087824351,0.055888224,0.061876248,0.003992016,0,Spring,3.5,61.6,628.2,1408.1,171,171,171,701.4,27.98,23.53,18.86166667,21.2875,27.98,27.98,27.98,33.26,12.58,8.813333333,5.733333333,7.77,12.58,5.81,0.94,0.94,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.183333333,1.672222222,2.641666667,1.895833333,9.476666667,9.342222222,10.32555555,10.57861111,6.133333333,6.177777778,6.194444445,6.080277778,37.53333333,39.3,NA,NA,12.6,10.45,8.844444445,9.294166666,4.76,6.012333333,10.20733333,91.657,64.91523288,Dry,Drought,Dry,Average
65,13,2004,10,0.174348697,0.394789579,0.136272545,0.218436874,0.076152305,0,0,Fall,8.1,16.8,44.6,1381.8,74.9,361.6,725.9,725.9,26.27,28.47,27.92,21.36833333,26.27,31.1,31.52,31.52,10.15,12.23666667,12.125,7.733333333,10.15,10.15,8.05,0.94,0.26,0.086666667,0.043333333,NA,0,0,0,NA,NA,NA,NA,NA,0.12,0.251111111,0.856111111,1.670277778,9.9,9.474444444,9.565,10.28222222,5.7,6.1,6.133333333,6.180277778,43.7,41.53333333,40.90555556,NA,9.55,11.08888889,11.19722222,9.215000001,2.48,46.13966667,18.69133333,36.22066667,84.9259726,Wet,Wet,Wet,Average
66,13,2005,6,0.118081181,0.518450185,0.151291513,0.099630996,0.110701107,0.001845018,0,Spring,58.3,373.2,1087.5,1688.1,0,0,0,554.9,23.84,20.02333333,16.67,19.74833333,23.84,23.84,23.84,31.52,8.86,6.77,4.678333333,6.9825,8.86,3.23,0.57,0.57,0,0.017777778,0.008888889,NA,0,0,0,NA,5.008633291,NA,NA,NA,1.633333333,1.468888889,1.828888889,1.168888889,10.47,NA,NA,NA,6.576666667,6.014444445,6.175555556,6.095833333,41.63333333,39.6,39.21666667,41.00527778,11.2,9.266666667,8.141666667,9.084444445,11.7,47.58,152.6666667,162.8627778,98.28413699,Wet,Wet,Average,Average
67,13,2005,10,0.047227926,0.568788501,0.09650924,0.147843943,0.13963039,0,0,Fall,193.9,208.1,480,1877.4,0,280.2,358.8,358.8,19.59,26.01333333,25.83833333,19.27416667,19.59,32.34,33.2,33.2,7.38,11.12,11.26333333,6.8475,7.38,7.38,7.38,0.57,0,0,0,NA,0,0.04,0.02,NA,NA,NA,NA,NA,1.53,1.176666667,1.282777778,1.433611111,16.07,11.59555556,10.92111111,NA,5.73,5.665555556,5.862222222,5.956666667,NA,NA,NA,NA,9.4,11.11111111,11.38888889,9.284444444,16.6,61.46166667,22.65233333,14.35166667,65.84753425,Flood,Wet,Average,Average
68,13,2006,6,0.24291498,0.429149798,0.0951417,0.078947368,0.141700405,0.012145749,0,Spring,0.7,402.9,1277.3,1875.1,69.5,69.5,69.5,428.3,28.87,22.51333333,17.38666667,19.9975,28.87,28.87,28.87,33.2,13.47,9.243333333,5.998333333,7.56,13.47,4.75,1.32,1.32,0,0,0,0,0,0,0,0.01,2419.6,1721.566667,897.3166667,NA,1.833333333,3.366666667,2.6,1.774166667,9.71,10.25222222,10.70166667,10.83305556,5.333333333,5.733333333,5.805555555,5.869166667,41,40.12222222,39.13333334,NA,11.5,10.7,8.688888889,9.396388889,5.02,15.83866667,313.9584444,393.9903333,250.0670137,Average,Flood,Flood,Flood
69,13,2006,10,0.111336032,0.51417004,0.058704453,0.224696356,0.089068826,0.002024291,0,Fall,36.7,37.2,77.8,1704.2,40.3,334.7,604.4,604.4,21.15,26.76,27.73666667,20.20916667,21.15,30.34,33.5,33.5,7.69,11.38,12.325,7.599166667,7.69,7.69,7.69,1.32,0,0,0,0,0,0,0,0,2419.6,1806.2,2112.9,NA,0.85,0.983333333,1.280555556,1.725833333,10.13,9.735555556,9.630555556,10.37138889,6.34,6.598888889,6.210555555,6.0775,49.27,46.79,46.01166667,43.40333333,10.52,11.54,11.93666667,9.378611111,6.59,6.154666667,5.885777778,52.36855556,94.47306849,Dry,Average,Flood,Average
70,13,2007,6,0.115686275,0.588235294,0.052941176,0.090196078,0.147058824,0.005882353,0,Spring,19,170,636.9,1523,83.4,83.4,83.4,618.3,27.73,23.64333333,17.13666667,20.25166667,27.73,27.73,27.73,33.5,12.01,8.583333333,4.875,7.361666667,12.01,4.47,0.05,0.05,0,0,0,0,0,0,0,0,2419.6,1027.466667,590.7333333,1351.816667,0.683333333,0.807777778,1.776111111,1.679722222,9.676666667,11.48777778,11.39555556,10.705,6.2,6.105555556,5.969444445,6.052777778,45.5,45.27777778,44.55555556,46.24444444,10.8,8.9,7.266666667,8.785,3.47,7.842,20.72177778,54.35755556,34.79542466,Average,Dry,Dry,Drought
71,13,2007,10,0.052427184,0.72815534,0.025242718,0.13592233,0.058252427,0,0,Fall,17,50.1,114.7,1538,59.5,317.9,594.2,594.2,21.11,25.91,26.86666667,19.86833333,21.11,31.49,31.49,31.49,6.9,10.78,11.475,7.078333333,6.9,6.9,6.9,0.05,0,0.035555556,0.017777778,0.008888889,0,0,0,0,2419.6,1841.966667,1792.066667,1360.758333,0.33,0.365555556,0.485555556,1.462777778,9.69,9.333333333,10.03111111,10.56111111,6.23,6.031111111,5.91,5.949722222,46.77,46.07888889,45.57833333,45.81666667,10.27,12.02333333,11.795,9.0225,1.61,5.170333333,4.855333333,20.4295,249.7993699,Dry,Dry,Average,Flood
72,13,2008,6,0.057377049,0.612704918,0.00204918,0.081967213,0.237704918,0.008196721,0,Spring,0,31.5,597.5,1036.7,177.7,179,179,689.8,28.75,23.27333333,18.61666667,20.36333333,28.75,28.75,28.75,31.49,11.63,7.986666667,4.833333333,6.833333333,11.63,3.41,-1.31,-1.31,0,0,0.016666667,0.017222222,0,0,0,0,275.5,237.6,185.55,761.6666667,0.65,0.544444445,0.999444445,0.698611111,8.67,9.751111112,10.21666667,9.935000001,6.573333333,6.168888889,5.901111111,6.003055556,39,45.35555556,44,45.65055556,14.3,11.77777778,8.372222222,9.491944444,5.89,4.257333333,7.894444444,60.775,39.46583562,Dry,Drought,Dry,Dry
73,13,2008,10,0.125736739,0.593320236,0.025540275,0.15913556,0.092337917,0.003929273,0,Fall,103.1,103.8,121.7,1088.3,0,301.3,677.9,677.9,18.44,27.09,27.65833333,20.76833333,18.44,32.34,32.77,32.77,6.28,11.66666667,11.88166667,7.0975,6.28,6.28,6.28,-1.31,0,0,0,0.008333333,0,0,0,0,2419.6,2419.6,1698.3,906.075,0.23,0.247777778,0.304444445,0.658055556,9.08,9.297777778,8.748888889,9.738055556,6.3,6.502222222,6.533333333,6.186388889,45.37,45.73444444,44.95611111,45.30055556,11.5,12.26666667,13.11666667,9.594444444,4.29,57.09566667,22.65788889,15.65438889,39.01372603,Flood,Wet,Average,Dry
74,13,2009,10,0.12055336,0.630434783,0.0256917,0.051383399,0.171936759,0,0,Fall,74.3,78.3,239.9,1250.8,4.2,300.1,480.2,480.2,22.64,27.81333333,27.75333333,20.31666667,22.64,30.79,32.54,32.54,8.05,12.42666667,12.57166667,7.278333333,8.05,8.05,8.05,-0.27,0,0.036666667,0.018333333,0.009166667,0,0,0.019444445,0.018333333,2419.6,2419.6,1737.516667,936.5333333,0.52,0.564444444,0.643333333,0.634444444,10.4,9.682222222,9.606111111,10.34444444,6.63,6.683333333,6.673333333,NA,30.73,39.16555556,41.08833333,42.69666667,8.4,12.03333333,12.25555556,8.856111111,4.74,56.682,20.45266667,12.65405556,38.78578082,Flood,Wet,Average,Dry
75,13,2010,6,0.351239669,0.479338843,0.024793388,0.05785124,0.084710744,0.002066116,0,Spring,3.8,369.1,1023.9,1432.9,0,0,0,480.2,25.92,19.19666667,15.88833333,19.645,25.92,25.92,25.92,32.54,12.19,6.816666667,4.308333333,7.035,12.19,2.87,1.35,-0.13,0,0,0,0.009166667,0.11,0.071111111,0.035555556,0.0275,2419.6,1785.466667,1342.216667,1531.425,3.733333333,2.861111111,3.261111111,1.908055556,9.75,10.30888889,10.75666667,10.45027778,6.45,6.562222222,6.586666667,6.630833333,41.6,40.84444444,41.85555556,40.5275,12.7,10.46666667,9.411111111,9.845555556,5.51,26.42266667,119.2908889,117.7621111,63.0400274,Wet,Average,Average,Average
76,13,2010,10,0.169014085,0.659959759,0.026156942,0.042253521,0.080482897,0.022132797,0,Fall,108.2,110.1,215.2,1464.7,0,290.8,468.7,468.7,19.5,25.67,25.37166667,19.02083333,19.5,29.25,31.48,31.48,6.71,10.98666667,11.05166667,6.6725,6.71,6.71,5.39,-0.13,0,0,0,0,0,0,0.035555556,0.017777778,1203.3,2014.166667,1899.816667,1580.608333,1.27,NA,NA,NA,9.9,9.68,9.791666666,10.54305556,6.64,6.527777778,6.521111111,6.578888889,50.3,47.91111111,44.64444444,41.33305556,10.85,12.01666667,12.41944445,9.755277778,4.76,12.36766667,6.280666667,22.757,44.03167123,Average,Average,Average,Dry
77,13,2011,6,0.148809524,0.71031746,0.049603175,0.023809524,0.063492063,0,0.003968254,Spring,65.73,224.59,979.83,1281.23,0,0,0,468.7,24.1,19.54666667,15.54166667,19.79083333,24.1,24.1,24.1,31.48,10.81,6.773333333,4.061666667,7.046666667,10.81,3.66,0.36,-0.73,0.056666667,0.018888889,0.009444445,0.011388889,0,0.034444444,0.017222222,0.016944444,410.6,203,217.45,869.9833333,1.766666667,1.877777778,8.027777779,NA,9.986666667,10.60444445,10.90388889,10.38416667,5.866666667,5.951111111,5.802777778,6.141111111,43.43333333,39.77777778,38.82777778,42.5525,12.13333333,9.51111111,8.005555555,9.5025,21.5,31.866,149.6842222,302.9237778,193.8226849,Wet,Wet,Average,Wet
